# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "data/yeast.gtf" "-o" "outputs/final_counts_matrix.txt" "outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam" 
Geneid	Chr	Start	End	Strand	Length	outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam
NR_132184.1	chrVII	939459	939672	-	214	0
NR_132185.1	chrVII	939494	939672	-	179	0
NM_001181351.3	chrVII	939923	940804	+	882	4
NM_001181352.1	chrVII	940869	942215	-	1347	2
NM_001181353.3	chrVII	942806	944647	+	1842	2
NM_001181354.3	chrVII;chrVII	945145;946421	946327;947019	+;+	1782	0
NM_001181356.2	chrVII	947420	948997	+	1578	2
NM_001181358.1	chrVII	949382	950899	-	1518	4
NM_001181359.3	chrVII	951894	952307	+	414	0
NM_001181360.1	chrVII	952548	953480	-	933	2
NM_001181361.3	chrVII	953960	954646	+	687	4
NM_001181362.3	chrVII	954674	958210	-	3537	2
NM_001181363.1	chrVII	959904	961103	+	1200	75
NM_001181364.1	chrVII	961360	962061	-	702	6
NM_001181365.3	chrVII	962530	962817	-	288	0
NM_001181366.1	chrVII	963298	965655	-	2358	2
NM_001181367.3	chrVII	966039	968687	-	2649	4
NM_001181368.3	chrVII	969187	970053	-	867	4
NM_001181369.1	chrVII	970771	973734	-	2964	24
NM_001184552.1	chrVII	974577	974777	-	201	0
NM_001181370.3	chrVII	974875	976581	-	1707	0
NM_001181372.1	chrVII	977336	977776	+	441	7
NM_001181373.3	chrVII	978036	979319	-	1284	2
NM_001181374.3	chrVII	979765	982068	-	2304	12
NM_001181375.1	chrVII	982482	984272	-	1791	0
NM_001181376.1	chrVII	984966	985685	+	720	1
NM_001181377.3	chrVII	985972	986739	+	768	0
NM_001181378.1	chrVII	988049	989419	+	1371	0
NM_001181379.3	chrVII	991176	993521	-	2346	10
NM_001181380.3	chrVII	995639	996229	+	591	8
NM_001181381.1	chrVII	996869	998188	+	1320	2
NM_001181382.1	chrVII	998358	999140	-	783	6
NM_001181383.3	chrVII	1000927	1002240	+	1314	44
NM_001181384.1	chrVII	1002523	1003962	-	1440	2
NM_001181385.3	chrVII	1004624	1006102	+	1479	0
NM_001181386.3	chrVII	1006205	1007305	-	1101	2
NM_001181387.1	chrVII	1007671	1010766	-	3096	0
NM_001181389.1	chrVII	1012485	1014089	+	1605	8
NM_001181390.3	chrVII	1014321	1016750	-	2430	4
NM_001181391.1	chrVII	1016974	1017759	-	786	2
NM_001181392.3	chrVII	1017967	1019241	-	1275	0
NM_001181393.3	chrVII	1019598	1021853	-	2256	14
NM_001181395.1	chrVII	1022656	1024761	+	2106	10
NM_001181396.1	chrVII	1025004	1025735	-	732	4
NM_001181397.3	chrVII	1026057	1026653	-	597	6
NM_001181399.1	chrVII	1027370	1031509	+	4140	6
NM_001181400.4	chrVII	1031791	1037694	+	5904	4
NM_001184474.3	chrVII	1037800	1038501	-	702	4
NM_001181402.1	chrVII	1038715	1039239	-	525	0
NM_001181403.2	chrVII	1039895	1043095	-	3201	8
NM_001181404.3	chrVII	1043276	1043749	+	474	4
NM_001181405.1	chrVII	1043819	1045480	-	1662	2
NM_001181406.3	chrVII	1045644	1046561	-	918	2
NM_001181407.3	chrVII	1046731	1048464	+	1734	0
NM_001181408.1	chrVII	1048798	1049958	-	1161	8
NM_001181409.1	chrVII	1050910	1051725	-	816	6
NM_001181410.3	chrVII	1052824	1057257	+	4434	3
NM_001181411.1	chrVII	1057783	1058724	-	942	29
NM_001181412.3	chrVII	1059015	1060040	-	1026	6
NM_001181413.3	chrVII	1060658	1061590	-	933	7
NM_001181414.1	chrVII	1061852	1063153	-	1302	20
NM_001181415.1	chrVII	1063813	1064940	-	1128	4
NM_001181416.3	chrVII	1067222	1068991	-	1770	0
NM_001181417.1	chrVII	1070293	1071714	+	1422	0
NM_001181418.3	chrVII	1073963	1075813	-	1851	0
NM_001181421.3	chrVII	1076599	1078353	+	1755	0
NM_001181423.1	chrVII	1080306	1080668	+	363	0
NM_001181424.1	chrVII	1081584	1082729	-	1146	0
NM_001181425.3	chrVII;chrVII	1084864;1085031	1084882;1090591	+;+	5580	0
NM_001182342.1	chrXII	1043998	1051884	+	7887	0
NM_001181947.1	chrXII	260979	262766	+	1788	18
NM_001182073.1	chrXII	523632	524390	+	759	6
NM_001182286.3	chrXII	915156	919019	-	3864	2
NM_001181887.1	chrXII;chrXII	585;4015	3915;4301	-;-	3618	0
NM_001184605.1	chrXII	5605	5775	+	171	0
NM_001181886.1	chrXII;chrXII	6120;9550	9450;9836	-;-	3618	0
NM_001181884.1	chrXII	13083	13445	-	363	0
NM_001181883.1	chrXII	14648	16072	-	1425	0
NM_001181882.1	chrXII	16639	17613	-	975	2
NM_001181881.1	chrXII	17956	19707	+	1752	14
NM_001181880.1	chrXII	21138	21839	-	702	2
NM_001181878.1	chrXII	23569	25296	+	1728	0
NM_001181877.1	chrXII	25756	26994	-	1239	2
NM_001181876.1	chrXII	27409	28305	-	897	8
NM_001181875.1	chrXII	30109	31704	+	1596	16
NM_001181874.2	chrXII	32673	35204	-	2532	4
NM_001181873.1	chrXII	35503	35961	-	459	14
NM_001181872.1	chrXII	35912	36361	-	450	14
NM_001181871.1	chrXII	37333	39471	-	2139	2
NM_001181870.1	chrXII;chrXII	39804;40401	40221;40414	-;-	432	17
NM_001181869.1	chrXII	40666	41205	+	540	2
NM_001181868.1	chrXII	41280	46265	-	4986	6
NM_001181866.1	chrXII	46714	47463	-	750	0
NM_001181865.1	chrXII	47859	48629	-	771	86
NM_001181863.1	chrXII	49938	51947	+	2010	10
NM_001181862.1	chrXII	52087	52590	-	504	2
NM_001181861.1	chrXII	53131	53931	-	801	12
NM_001181860.1	chrXII	54211	63645	-	9435	6
NM_001181859.1	chrXII	64062	65207	-	1146	14
NM_001181858.1	chrXII	65775	66518	-	744	0
NM_001181856.1	chrXII	66745	68256	-	1512	8
NM_001181855.1	chrXII	68580	70478	+	1899	0
NM_001181854.1	chrXII	70633	73146	-	2514	12
NM_001181853.1	chrXII	73409	74101	+	693	2
NM_001181852.1	chrXII	74270	76747	-	2478	4
NM_001181851.1	chrXII	77152	80205	-	3054	8
NM_001348853.1	chrXII	80356	80697	-	342	0
NM_001181849.1	chrXII	81461	83710	+	2250	16
NM_001181848.1	chrXII	84804	86564	+	1761	4
NM_001181847.1	chrXII	87403	88155	+	753	11
NM_001181846.1	chrXII	88623	91349	+	2727	6
NM_001181845.1	chrXII	94747	95121	+	375	0
NM_001181844.1	chrXII	95566	97485	-	1920	72
NM_001181843.1	chrXII	97997	98836	-	840	2
NM_001181842.1	chrXII	99044	100201	-	1158	8
NM_001181841.1	chrXII	100947	105347	+	4401	3
NM_001181839.1	chrXII	105686	107899	-	2214	1
NM_001184338.1	chrXII	108676	108972	-	297	4
NM_001181838.1	chrXII	109902	111575	-	1674	24
NM_001181835.1	chrXII	116432	121111	+	4680	4
NM_001181834.1	chrXII	121322	121648	+	327	4
NM_001181833.1	chrXII	122075	124714	-	2640	1
NM_001181832.1	chrXII	125534	127255	+	1722	8
NM_001181831.1	chrXII	127523	128992	+	1470	6
NM_001181830.1	chrXII	129330	130613	-	1284	0
NM_001181829.1	chrXII	131205	131414	-	210	0
NM_001181828.1	chrXII	131729	133987	+	2259	12
NM_001181827.1	chrXII	134302	136299	-	1998	0
NM_001184559.1	chrXII	136345	136521	+	177	0
NM_001181826.1	chrXII	136586	137866	+	1281	0
NM_001181825.1	chrXII	137940	140546	-	2607	0
NM_001181824.1	chrXII	141073	142923	+	1851	0
NM_001181823.1	chrXII	143201	146041	+	2841	0
NM_001181822.1	chrXII	146291	147601	+	1311	0
NM_001181821.1	chrXII	147890	150163	+	2274	2
NM_001181888.1	chrXII	151389	153977	-	2589	6
NM_001181889.1	chrXII	154343	156334	-	1992	4
NM_001181890.1	chrXII	156855	157730	-	876	2
NM_001181891.1	chrXII	157934	159505	-	1572	100
NM_001181892.1	chrXII	160049	161434	+	1386	2
NM_001181893.1	chrXII	161755	163893	-	2139	4
NM_001181894.1	chrXII	164392	165402	+	1011	2
NM_001181895.1	chrXII	165577	166083	-	507	6
NM_001181896.1	chrXII	166537	167136	+	600	22
NM_001181897.1	chrXII	167320	167802	-	483	0
NM_001181898.1	chrXII	169103	169678	+	576	6
NM_001181899.1	chrXII	169982	170281	-	300	0
NM_001181900.1	chrXII	171339	171764	+	426	0
NM_001181901.1	chrXII	172268	174982	-	2715	0
NM_001181902.1	chrXII	175227	176744	+	1518	4
NM_001181903.1	chrXII	176802	177416	-	615	2
NM_001181904.1	chrXII	177608	178621	+	1014	10
NM_001181905.1	chrXII	178707	179606	-	900	2
NM_001181906.1	chrXII	180288	181481	+	1194	5
NM_001181907.1	chrXII	181789	183405	-	1617	2
NM_001181908.1	chrXII	183623	184162	+	540	2
NM_001181909.1	chrXII	184174	184926	-	753	6
NM_001181910.1	chrXII	185498	187129	-	1632	12
NM_001181911.2	chrXII	187663	193281	-	5619	2
NM_001181912.1	chrXII	194452	195174	+	723	2
NM_001181913.1	chrXII	195450	196472	-	1023	2
NM_001181914.1	chrXII	196829	198085	-	1257	6
NR_132204.1	chrXII	198784	199389	+	606	0
NM_001181915.1	chrXII	199540	201315	-	1776	14
NM_001181916.1	chrXII	201976	202590	-	615	84
NM_001181917.1	chrXII	203290	204081	+	792	0
NM_001181918.1	chrXII	204225	204785	+	561	0
NM_001181919.1	chrXII	204991	208500	+	3510	0
NM_001181920.1	chrXII	208761	210269	+	1509	0
NM_001181921.2	chrXII	210512	211933	-	1422	12
NM_001181922.1	chrXII	212369	214456	-	2088	0
NM_001184318.1	chrXII	215440	218907	-	3468	0
NM_001181923.1	chrXII	221521	222132	-	612	2
NM_001181924.1	chrXII	222685	223059	-	375	0
NM_001181925.1	chrXII	224921	225172	-	252	8
NM_001181926.1	chrXII	225426	228596	-	3171	0
NM_001181927.1	chrXII	228908	229582	-	675	0
NM_001181929.1	chrXII	229966	230451	-	486	0
NM_001181930.1	chrXII	231702	232013	-	312	6
NM_001181931.1	chrXII	232390	234081	-	1692	60
NM_001181932.1	chrXII	235037	237703	-	2667	2
NM_001181933.1	chrXII	238001	238813	-	813	0
NM_001181934.1	chrXII	239347	241407	-	2061	4
NM_001181935.1	chrXII;chrXII	242232;242681	242321;243349	+;+	759	69
NM_001181936.1	chrXII	243886	245172	-	1287	2
NM_001181937.1	chrXII	245587	246072	-	486	1
NM_001181938.1	chrXII	246324	246977	-	654	8
NM_001181939.1	chrXII	247201	247953	+	753	2
NM_001181940.1	chrXII	248100	248426	-	327	0
NM_001181941.1	chrXII;chrXII	248717;250948	250860;250978	-;-	2175	0
NM_001181942.1	chrXII	251272	253080	-	1809	4
NM_001181943.1	chrXII	253861	254958	+	1098	26
NM_001181944.1	chrXII	255306	257855	+	2550	8
NM_001181945.1	chrXII	257992	259401	-	1410	66
NM_001181946.1	chrXII	259738	260547	-	810	3
NM_001181948.1	chrXII;chrXII	263194;263595	263205;263948	+;+	366	24
NM_001181950.1	chrXII	264157	265254	+	1098	4
NM_001181951.1	chrXII	265456	266277	+	822	0
NM_001181952.1	chrXII	266373	266918	-	546	2
NM_001181953.1	chrXII	267169	267723	+	555	2
NM_001181954.1	chrXII	267813	270710	-	2898	2
NM_001181955.1	chrXII	271008	271463	+	456	0
NM_001181956.1	chrXII	271630	273915	-	2286	4
NM_001181957.1	chrXII	274141	275211	-	1071	0
NM_001181958.1	chrXII	275378	278626	-	3249	0
NM_001181959.1	chrXII	278862	280943	+	2082	0
NM_001181960.1	chrXII	281019	281621	-	603	0
NM_001181961.1	chrXII	281956	282456	-	501	6
NM_001181962.1	chrXII	282927	283592	+	666	135
NM_001181964.1	chrXII	283872	285623	+	1752	0
NM_001181965.1	chrXII;chrXII	285736;286557	286467;286559	-;-	735	2
NM_001181966.1	chrXII	286820	287674	+	855	9
NM_001181967.1	chrXII	287916	289250	+	1335	0
NM_001181968.1	chrXII	290212	291936	+	1725	0
NM_001181969.1	chrXII	292394	293572	-	1179	0
NM_001181970.1	chrXII	294091	296094	-	2004	13
NM_001181971.1	chrXII	296589	300251	-	3663	2
NM_001181972.1	chrXII	300673	301989	-	1317	4
NM_001181973.1	chrXII	302243	306499	+	4257	6
NM_001181974.1	chrXII	306855	315731	-	8877	2
NM_001181975.1	chrXII	316107	317951	+	1845	0
NM_001181976.1	chrXII	318237	320015	-	1779	16
NM_001181977.1	chrXII	320701	322080	+	1380	6
NM_001181978.1	chrXII	322297	323178	+	882	3
NM_001181979.1	chrXII	323544	326225	+	2682	5
NM_001181980.1	chrXII;chrXII	326513;327400	327258;327415	-;-	762	4
NM_001181981.1	chrXII	327730	329238	-	1509	0
NM_001181982.1	chrXII	329677	332115	-	2439	2
NM_001181983.1	chrXII	332590	336033	+	3444	12
NM_001181984.1	chrXII	336231	337265	-	1035	2
NM_001181985.1	chrXII	337527	339473	-	1947	6
NM_001181986.1	chrXII	339744	340928	-	1185	0
NM_001184484.1	chrXII	341325	341588	+	264	0
NM_001181987.1	chrXII	341810	342853	+	1044	8
NM_001181989.1	chrXII	342970	343767	-	798	0
NM_001181990.1	chrXII	343989	345941	-	1953	0
NM_001181991.1	chrXII	346585	346980	+	396	8
NM_001181992.1	chrXII	347047	348180	-	1134	2
NR_132205.1	chrXII	348427	348510	-	84	0
NM_001181993.1	chrXII	349006	363738	-	14733	10
NM_001181994.1	chrXII	364116	365330	+	1215	6
NR_132206.1	chrXII	366235	366346	+	112	0
NM_001181995.1	chrXII	366667	368124	-	1458	6
NM_001181996.1	chrXII	368781	369311	+	531	16
NM_001181997.1	chrXII	369697	370098	-	402	218
NM_001348854.1	chrXII	370391	370723	+	333	0
NM_001348855.1	chrXII	370791	371210	+	420	1
NM_001182000.1	chrXII	371620	372927	+	1308	5
NM_001182001.1	chrXII	374944	377238	-	2295	8
NM_001182002.1	chrXII	377985	380564	+	2580	3
NM_001182003.1	chrXII	380822	382252	+	1431	0
NM_001182004.1	chrXII	382471	384534	-	2064	6
NM_001182005.1	chrXII	384725	385408	-	684	2
NM_001182006.1	chrXII	385534	386175	+	642	0
NM_001182007.1	chrXII	386511	388220	-	1710	4
NM_001182008.1	chrXII	388744	390270	-	1527	0
NM_001348856.1	chrXII	390954	391331	-	378	0
NM_001182012.1	chrXII	393484	393894	+	411	0
NM_001182013.1	chrXII	394765	395520	-	756	2
NM_001182014.1	chrXII	395758	398319	-	2562	0
NM_001182015.1	chrXII;chrXII	398530;398627	398532;399433	+;+	810	0
NM_001182016.1	chrXII	399657	402488	+	2832	8
NM_001182017.1	chrXII	402794	404062	-	1269	6
NM_001182018.1	chrXII	404510	406822	-	2313	4
NM_001182019.1	chrXII	407283	408155	-	873	0
NM_001182020.1	chrXII	408445	410193	+	1749	2
NM_001182021.1	chrXII	410723	412414	+	1692	422
NM_001182022.1	chrXII	413281	415527	+	2247	0
NM_001182023.1	chrXII	415801	416658	-	858	4
NM_001182024.1	chrXII	417006	418109	+	1104	0
NM_001182025.1	chrXII	418437	421394	+	2958	8
NM_001182026.1	chrXII	421542	423473	-	1932	2
NM_001182028.1	chrXII	423683	424774	+	1092	0
NM_001182029.1	chrXII	425186	426616	+	1431	16
NM_001182030.1	chrXII	427329	429386	+	2058	4
NM_001182031.1	chrXII	429677	432016	-	2340	2
NM_001182032.1	chrXII	432168	432773	+	606	2
NM_001182033.1	chrXII	432823	433725	-	903	8
NM_001184685.1	chrXII	433870	434058	+	189	4
NM_001182034.1	chrXII	434158	434463	-	306	6
NM_001182035.1	chrXII	434641	437397	+	2757	2
NM_001182036.1	chrXII	437631	439823	-	2193	0
NM_001182037.1	chrXII	440467	441288	+	822	61
NM_001182038.1	chrXII	441715	442737	-	1023	0
NM_001182039.1	chrXII	442958	444688	-	1731	0
NM_001182040.1	chrXII	445524	447575	-	2052	48
NM_001182041.1	chrXII	447982	448314	-	333	4
NR_132208.1	chrXII	451575	451785	-	211	0
NR_132207.1	chrXII	451575	458432	-	6858	0
NR_132209.1	chrXII	451786	455181	-	3396	0
NM_001184514.1	chrXII	454696	455070	+	375	0
NR_132210.1	chrXII	455182	455413	-	232	0
NR_132211.1	chrXII	455414	455571	-	158	0
NR_132212.1	chrXII	455572	455932	-	361	0
NR_132213.1	chrXII	455933	457732	-	1800	0
NR_132214.1	chrXII	457733	458432	-	700	0
NR_132215.1	chrXII	459676	459796	+	121	0
NR_132217.1	chrXII	460712	460922	-	211	0
NR_132216.1	chrXII	460712	467569	-	6858	0
NR_132218.1	chrXII	460923	464318	-	3396	0
NM_001184560.1	chrXII	462522	462671	-	150	0
NR_132219.1	chrXII	464319	464550	-	232	0
NR_132220.1	chrXII	464551	464708	-	158	0
NR_132221.1	chrXII	464709	465069	-	361	0
NR_132222.1	chrXII	465070	466869	-	1800	0
NR_132223.1	chrXII	466870	467569	-	700	0
NR_132224.1	chrXII	468813	468931	+	119	0
NM_001184564.1	chrXII	468827	468958	-	132	0
NM_001182042.1	chrXII	469317	470405	-	1089	0
NM_001182043.1	chrXII	472113	472457	+	345	0
NR_132225.1	chrXII	472465	472583	+	119	0
NM_001184563.1	chrXII	472479	472610	-	132	0
NM_001182044.1	chrXII	472969	474057	-	1089	0
NM_001184608.1	chrXII	475764	475976	+	213	0
NM_001184406.2	chrXII;chrXII	476333;480297	480295;481601	-;-	5268	0
NM_001184405.1	chrXII	480279	481601	-	1323	0
NM_001184609.1	chrXII	481873	482037	+	165	0
NR_132226.1	chrXII	482045	482163	+	119	0
NM_001184561.1	chrXII	482059	482190	-	132	0
NM_001182045.1	chrXII	482549	483637	-	1089	0
NM_001182046.1	chrXII	485345	485689	+	345	0
NR_132227.1	chrXII	485697	485815	+	119	0
NM_001184565.1	chrXII	485711	485842	-	132	0
NM_001182047.1	chrXII	486201	487289	-	1089	0
NM_001182048.1	chrXII	488997	489341	+	345	0
NR_132228.1	chrXII	489349	489469	+	121	0
NM_001182049.1	chrXII	489573	489929	+	357	0
NM_001184566.1	chrXII	490406	490594	+	189	0
NM_001182050.1	chrXII	491866	493254	-	1389	8
NM_001182051.1	chrXII	493883	494389	+	507	2
NM_001182052.1	chrXII	494494	495258	-	765	2
NM_001182053.1	chrXII	495429	498044	-	2616	0
NM_001182054.1	chrXII	498947	499405	+	459	116
NM_001182055.1	chrXII	499578	500270	-	693	10
NM_001182057.1	chrXII	500579	501049	-	471	4
NM_001182059.1	chrXII	501260	502162	-	903	4
NM_001182060.1	chrXII	502421	504247	+	1827	2
NM_001182061.1	chrXII	504591	505829	+	1239	0
NM_001182062.1	chrXII	506134	507585	+	1452	52
NM_001182063.1	chrXII	507797	510232	-	2436	0
NM_001182064.1	chrXII	511054	512940	+	1887	0
NM_001182065.1	chrXII	513162	513821	-	660	0
NM_001182066.1	chrXII	514108	514713	-	606	23
NM_001182067.1	chrXII	515262	516410	+	1149	52
NM_001182068.1	chrXII	516678	517670	-	993	0
NM_001182069.1	chrXII	517940	520351	+	2412	4
NM_001182070.1	chrXII	520543	522012	-	1470	0
NM_001182072.1	chrXII;chrXII	522663;523029	522669;523288	+;+	267	21
NM_001182074.1	chrXII	524865	527945	+	3081	0
NM_001182075.1	chrXII	528300	530387	+	2088	2
NM_001182076.1	chrXII	530797	534393	-	3597	1
NM_001182077.1	chrXII	535214	536689	+	1476	2
NM_001182078.1	chrXII	537272	538432	+	1161	4
NM_001182079.1	chrXII	538792	539589	-	798	20
NM_001182080.1	chrXII	540009	540536	-	528	0
NM_001182081.1	chrXII	540809	541573	-	765	10
NM_001182082.1	chrXII	541937	543304	-	1368	6
NM_001182083.1	chrXII	543968	545698	+	1731	11
NM_001182084.1	chrXII	546097	547611	+	1515	31
NM_001182086.1	chrXII;chrXII	547853;548764	548677;548769	-;-	831	2
NM_001182087.1	chrXII	549012	549356	+	345	4
NM_001182088.1	chrXII	549511	550293	-	783	2
NM_001182090.1	chrXII	550650	551960	-	1311	8
NM_001182091.1	chrXII	552270	552605	+	336	0
NM_001182092.1	chrXII	552724	553677	-	954	0
NM_001182093.1	chrXII	554578	556419	+	1842	4
NM_001182094.1	chrXII	556788	559289	+	2502	4
NM_001182095.1	chrXII	559551	560444	+	894	7
NM_001182096.1	chrXII	560797	561732	-	936	4
NM_001182097.1	chrXII	562008	563390	+	1383	2
NM_001182098.1	chrXII;chrXII	563792;564514	564454;564531	-;-	681	0
NM_001182099.1	chrXII	564860	566281	-	1422	0
NM_001182100.1	chrXII	566654	567922	-	1269	2
NM_001182101.1	chrXII	568567	570627	+	2061	6
NM_001182102.1	chrXII	570776	571858	-	1083	2
NM_001182103.1	chrXII	572096	573211	-	1116	2
NM_001182105.1	chrXII	573466	573918	-	453	0
NM_001182106.1	chrXII	574151	576337	+	2187	6
NM_001182107.1	chrXII	576825	577793	+	969	4
NM_001182108.1	chrXII	578362	579024	-	663	0
NM_001182109.1	chrXII	579318	581771	-	2454	10
NM_001182110.1	chrXII	582233	585490	-	3258	4
NM_001182111.1	chrXII	586464	587573	+	1110	8
NM_001182112.1	chrXII	587695	588918	-	1224	6
NM_001182113.1	chrXII	589354	590541	+	1188	0
NM_001182114.1	chrXII	590562	592043	-	1482	1
NM_001184407.1	chrXII	593438	594760	+	1323	0
NM_001184408.2	chrXII;chrXII	593438;594744	594742;598706	+;+	5268	0
NM_001182115.1	chrXII	600019	602463	-	2445	4
NM_001182116.1	chrXII	604212	604787	-	576	2
NM_001182118.1	chrXII	605758	607119	-	1362	0
NM_001182120.1	chrXII	607425	609524	-	2100	4
NM_001182121.1	chrXII	609783	611753	+	1971	0
NM_001348857.1	chrXII	611794	612117	-	324	0
NM_001182124.1	chrXII	612367	614163	+	1797	132
NM_001182125.1	chrXII	614755	616191	+	1437	0
NM_001182126.1	chrXII	616332	617318	-	987	0
NM_001182127.1	chrXII	617533	620160	+	2628	2
NM_001182128.1	chrXII	620473	622821	+	2349	2
NM_001182129.1	chrXII	622918	623883	-	966	2
NM_001182130.1	chrXII	624203	625021	+	819	4
NM_001182131.1	chrXII	625168	626331	-	1164	8
NM_001182132.1	chrXII	626502	626930	-	429	0
NM_001182133.1	chrXII	627118	628197	+	1080	0
NM_001182134.1	chrXII	628684	633354	-	4671	2
NM_001182135.1	chrXII	634252	636084	+	1833	6
NM_001182136.1	chrXII	636780	639914	+	3135	238
NM_001182137.1	chrXII	640317	641021	+	705	3
NM_001182138.1	chrXII	641464	642057	+	594	0
NM_001182140.1	chrXII	642627	644336	+	1710	14
NM_001182141.1	chrXII	644404	644973	-	570	0
NM_001348858.1	chrXII	645600	645953	-	354	0
NM_001182143.1	chrXII	646415	650923	+	4509	10
NM_001184409.1	chrXII	651117	652439	+	1323	0
NM_001182144.1	chrXII	658826	659791	+	966	6
NM_001182145.1	chrXII	660716	662833	+	2118	2
NM_001182146.1	chrXII	663284	665002	-	1719	30
NM_001182147.1	chrXII	665844	667907	+	2064	3
NM_001182148.1	chrXII	668237	668563	-	327	0
NM_001182149.1	chrXII	668244	668891	-	648	2
NM_001184339.1	chrXII	669468	669662	-	195	12
NM_001182150.1	chrXII	670340	672823	+	2484	0
NM_001182151.1	chrXII	673131	673334	+	204	4
NM_001184638.1	chrXII	673828	673944	-	117	2
NM_001182152.1	chrXII	674427	675455	-	1029	6
NM_001182153.1	chrXII	675619	677724	-	2106	0
NM_001182154.1	chrXII	678212	679924	+	1713	2
NM_001182155.1	chrXII	680200	680844	+	645	4
NM_001182157.1	chrXII	681186	682238	+	1053	2
NM_001182158.1	chrXII	682737	683561	+	825	0
NM_001182159.1	chrXII	683672	687202	-	3531	2
NM_001182160.1	chrXII	689083	691029	-	1947	0
NM_001182161.1	chrXII	691555	693882	+	2328	0
NM_001182162.1	chrXII;chrXII	694378;694473	694382;694800	+;+	333	0
NM_001182163.1	chrXII	695046	696830	-	1785	12
NM_001182164.1	chrXII	697156	699495	-	2340	6
NM_001182165.1	chrXII	699999	704024	-	4026	4
NM_001182168.1	chrXII	704493	704960	-	468	0
NM_001182170.1	chrXII	705186	706130	+	945	2
NM_001182171.1	chrXII	706198	707040	-	843	2
NM_001182172.1	chrXII	707360	708145	+	786	9
NM_001184567.1	chrXII	708168	708338	-	171	0
NM_001182173.1	chrXII	708448	710136	-	1689	2
NM_001182174.1	chrXII	710991	712058	-	1068	2
NM_001182175.1	chrXII;chrXII	712537;713156	712725;713158	-;-	192	52
NM_001182176.1	chrXII	713480	714904	-	1425	4
NM_001182177.1	chrXII	715089	717026	+	1938	4
NM_001182178.1	chrXII	717145	717978	-	834	4
NM_001182179.1	chrXII	718317	719462	-	1146	4
NM_001182180.1	chrXII	719789	720370	-	582	8
NM_001182181.1	chrXII	720771	721430	-	660	14
NM_001182183.1	chrXII	721999	722373	-	375	14
NM_001348859.1	chrXII	722978	723304	+	327	0
NM_001182185.1	chrXII	724044	724433	+	390	2
NM_001182186.1	chrXII	724721	725416	-	696	0
NM_001182187.1	chrXII	726069	728051	+	1983	10
NM_001182188.1	chrXII	728955	730301	+	1347	34
NM_001182189.1	chrXII	730825	731559	+	735	0
NM_001348860.1	chrXII	732191	732553	-	363	0
NM_001182191.1	chrXII	732542	733876	+	1335	57
NM_001182192.1	chrXII	735212	737548	-	2337	31
NM_001182193.1	chrXII	738161	743863	-	5703	2
NM_001182194.1	chrXII;chrXII	744151;744288	744153;744851	+;+	567	0
NM_001182195.1	chrXII	745620	746525	+	906	0
NM_001184535.1	chrXII	746848	747111	-	264	0
NM_001182196.1	chrXII	747937	748875	+	939	0
NM_001182197.2	chrXII	749034	751769	-	2736	1
NM_001182198.1	chrXII	752224	756993	-	4770	2
NM_001182200.1	chrXII	757637	758833	-	1197	0
NM_001182201.1	chrXII	759480	760241	+	762	10
NM_001182202.2	chrXII	760750	762342	-	1593	0
NM_001182203.2	chrXII	762575	764137	-	1563	8
NM_001182204.1	chrXII	764808	765269	+	462	0
NM_001182205.1	chrXII;chrXII;chrXII	765266;766130;766250	766073;766181;766358	-;-;-	969	2
NM_001182207.2	chrXII	766542	769196	+	2655	0
NM_001182208.1	chrXII	769318	771684	-	2367	4
NM_001182209.1	chrXII	771940	776304	+	4365	0
NM_001182210.1	chrXII	776584	777864	-	1281	4
NM_001182212.1	chrXII	778173	778952	-	780	0
NM_001182213.1	chrXII	779215	780786	+	1572	2
